index,article,original_abstract,original_words,original_sentences,llm_summary,llm_words,llm_sentences,llm_mode,llm_name,llm_model,llm_success,llm_version,group_id,test_mode,created_at
2456,"luc moreau is a postdoctoral fellow of the fund for scientific research - flanders. work done while a recipient of an honorary fellowship of the belgian american educational foundation , while visiting the princeton university mechanical and aerospace engineering department. this paper presents research results of the belgian programme on inter - university poles of attraction , initiated by the belgian state , prime minister s office for science , technology and culture. the scientific responsibility rests with its authors .","some biological systems operate at the critical point between stability and instability and this requires a fine - tuning of parameters. we bring together two examples from the literature that illustrate this : neural integration in the nervous system and hair cell oscillations in the auditory system. in both examples. the question arises as to how the required fine - tuning may be achieved and maintained in a robust and reliable way. we study this question using tools from nonlinear and adaptive control theory. we illustrate our approach on a simple model which captures some of the essential features of neural integration. as a result. , we propose a large class of feedback adaptation rules that may be responsible for the experimentally observed robustness of neural integration. we mention extensions of our approach to the case of hair cell oscillations in the ear. persistent neural activity is prevalent throughout the nervous system. numerous experiments have demonstrated that persistent neural activity is correlated with short - term memory. a prominent example concerns the oculomotor system. see for a review and experimental facts. the brain moves the eyes with quick saccadic movements. between saccades , it keeps the eyes still by generating a continuous and constant contraction of the eye muscles ; thus requiring a constant level of neural activity in the motor neurons controlling the eye muscles. this constant neural activity lev",231,16,"Living systems, like our brains and ears, often work best when balanced on a delicate edge between being stable and changing—requiring precise adjustments. Researchers are using math and modeling to understand how these systems maintain this balance, specifically looking at how brains hold information and how ears process sound, and have found potential ways this fine-tuning happens through feedback mechanisms.",60,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:17:00.471063
2458,"the recent progress of radioactive nuclear beam facilities has provided us with marvelous findings in nuclear physics. exotic structures such as neutron halos and neutron skins have been found in experimental studies of light unstable nuclei in the neutron - rich region. much new information on the shapes and structures of nuclei far from stability is being revealed by the systematic measurement of radii and moments of unstable nuclei. planned facilities in the world. will access a large number of unstable nuclei in the whole region of the nuclear chart and enable us to explore where and how exotic phenomena of nuclear structure appear in the region far from the stability line. one of the great interests is to know where the deformation of unstable nuclei appears and how the shape of these nuclei changes along the isotopic and isotonic chains. at the same time. , the relativistic many - body framework has been extensively applied to study nuclei and nuclear matter. this has been motivated by the recent success of the relativistic brueckner - hartree - fock ( rbhf ) theory , in which the strong density - dependent repulsion arises automatically from the relativistic many - body treatment , in reproducing the saturation property of nuclear matter. among other properties , the relativistic mean field ( rmf ). theory , which is the phenomenological framework of the rbhf theory , has been shown to be excellent at descr","we use the relativistic mean field ( rmf ) theory to systematically study the change of deformation of even - even nuclei in the proton - rich xe region. we investigate the appearance of triaxial deformation in 25 nuclei in the region covering and by performing constrained , triaxially symmetric rmf calculations of their energy surfaces. we include pairing correlations using the bcs formalism. we find that the sn isotopes are spherical and the te isotopes are very gamma unstable with shallow minima around. adding more protons , the xe , ba and ce isotopes have prolate deformations with their sizes increasing with proton number. the neutron number dependence is found to be small. we compare the calculated results with the available experimented data on the binding energy and the radii. s. sugimoto , k. sumiyoshi , d. hirata , b.v. carlson , + i. tanihata , and h. toki + the institute of physical and chemical research ( riken ) , + hirosawa , wako , saitama 351 - 0198 , japan + research center for nuclear physics(rcnp ) , osaka university , + mihogaoka , ibaraki , osaka 567 - 0047 , japan + japan synchrotron radiation research institute ( jasri ) - spring-8 , + sayo , hyogo , 679 - 5198 , japan + departamento de fsica , instituto tecnolgico da aeronutica - cta , + so jos dos campos , so paulo , brazil",239,15,"Scientists used a complex computer model to study the shapes of atomic nuclei (the center of atoms) with many protons, specifically in the xenon region of the periodic table. They found these nuclei change shape as you add more protons, becoming more elongated, while the number of neutrons has less of an effect on their shape.",56,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:17:44.689810
2459,"in the local universe , the star formation surface density is determined by the molecular gas surface density ( e.g. larson 1992 ). recent studies have shown that this relation probably holds at higher redshift ( ) as well ( e.g. tacconi et al. 2013 ; genzel et al. 2015 ) , suggesting that the gas reservoir is the key factor controlling the growth rate of galaxies. in the broader context of galaxy evolution. , this has been interpreted as evidence for the equilibrium growth framework in which star formation is regulated by a balance between inflows and outflows ( bouch et al. 2010 ; dav , finlator , & oppenheimer 2012 ; lilly et al. 2013 ; peng & maiolino 2014 ). in this model ,. galaxy growth in an integrated sense is driven by the cycle of baryons between galaxies and the halo gas ( dav et al. 2012 ) with the star formation efficiency set by stellar feedback ( hopkins et al. 2014 ). however , in a resolved sense , exactly how different physical processes couple in different parts of galaxies to regulate star formation and drive structural assembly remains unknown ( dav et al. observationally , significant progress is being made in mapping the molecular gas reservoir and the spatial distribution of star formation of galaxies. molecular gas can now be mapped based on the spatial distribution of co thanks to millimeter arrays such as pdb and alma ( e.g. genzel et al. 2013 ; rybak et al. star formation can be mapped out to @xm","we derive average radial gradients in the dust attenuation towards hii regions in 609 galaxies at , using measurements of the balmer decrement out to kpc. the balmer decrements are derived from spatially resolved maps of and emission from the 3d - hst survey. we find that with increasing stellar mass both the normalization and strength of the gradient in dust attenuation increases. galaxies with a mean mass of m have little dust attenuation at all radii , whereas galaxies with m have mag in their central regions. we parameterize this as , with , , in kpc , and the stellar mass in units of m. this expression can be used to correct spatially resolved measurements of to radial distributions of star formation. when applied to our data ,. we find that the star formation rates in the central kpc of galaxies in the highest mass bin are myr , six times higher than before correction and approximately half of the total star formation rate of these galaxies. if this high central star formation rate is maintained for several gyr , a large fraction of the stars in present - day bulges likely formed in - situ.",198,9,"This study looked at how much dust blocks light in galaxies and found that more massive galaxies have significantly more dust, especially in their centers. Correcting for this dust reveals that the central regions of massive galaxies are forming stars much faster than previously thought, suggesting many bulge stars likely formed *within* these galaxies rather than arriving from mergers.",59,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:17:56.554376
2460,"recent advances in wireless communications and microelectronic devices are leading the trend of research toward cognitive radios ( crs ). the main feature of crs is the opportunistic usage of spectrum. cr systems try to improve the spectrum efficiency by using the spectrum holes in frequency , time , and space domains. this means that secondary users ( sus ) are allowed to utilize the spectrum , provided that their transmissions do not interfere with the communication of primary users ( pus ). the fundamental components of cr systems that allow them to avoid interference are spectrum sensing and resource allocation. however , in a practical cr network , spectrum occupancy measurements for all the frequency channels at all times are not available. this is partially because of energy limitations and network failures. another highly important and very common reason for occurrence of missing entries in the data set is the hardware limitation. each su may want to use different frequency channels , but it may not be capable of sensing all the channels simultaneously. on the other hand , a complete and reliable spectrum sensing data set is needed for a reliable resource allocation. therefore , we need to develop a method to estimate the missing spectrum sensing measurements. this task is especially more challenging in dynamic environments. there are different approaches toward the problem of data analysis in the cr networks","in this paper , we propose a missing spectrum data recovery technique for cognitive radio ( cr ) networks using nonnegative matrix factorization ( nmf ). it is shown that the spectrum measurements collected from secondary users ( sus ) can be factorized as product of a channel gain matrix times an activation matrix. then , an nmf method with piecewise constant activation coefficients is introduced to analyze the measurements and estimate the missing spectrum data. the proposed optimization problem is solved by a majorization - minimization technique. the numerical simulation verifies that the proposed technique is able to accurately estimate the missing spectrum data in the presence of noise and fading. nonnegative matrix factorization , cognitive radio network , spectrum sensing , missing data estimation",126,6,"This research presents a new method to fill in gaps in information about available wireless frequencies using a mathematical technique called nonnegative matrix factorization. By analyzing data from users already on the network, the method can accurately predict what frequencies are open even when some information is missing or unclear due to interference.",53,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:18:10.107324
2463,"all core collapse events with adequate spectropolarimetric observations have proven to be polarized and hence to depart from spherical symmetry in some substantial way ( wang et al. 2001 , 2003 ; leonard et al. 2001a , b , 2006 ). much of the spectropolarimetry shows a tendency for the data to be distributed along a single locus in the plane defined by the stokes parameters q and u. we are coming to understand , however , that departures from a single locus are rather common , and possibly systematic. this implies a breakdown in axisymmetry that must be understood. although this is becoming generally recognized with recent detailed spectropolarimetric studies of distant supernovae , sn 1987a provided the first evidence ( cropper et al. 1988 ; jeffery 1991 ). on the theoretical side ,. core collapse generically produces a structure in the proto - neutron star that has a strongly negative angular velocity gradient and hence is unstable to the magnetorotational instability ( velikov 1959 ; chandrasekhar 1960 ; acheson & gibson 1978 ; balbus & hawley 1991 , 1998 ). the mri will exponentially grow the magnetic field on the rotational timescale by a self - induced turbulent dynamo process and produce strong , primarily toroidal magnetic fields in the proto - neutron star ( akiyama et al. it is not truely self - consistent to consider rotating core collapse without the concomitant growth , saturation , and subsequent evolution of this magnetic field. th","all core collapse supernovae are strongly aspherical. the bochum event , "" with velocity components displaced symmetrically about the principal h line , strongly suggests that sn 1987a was a bi - polar rather than a uni - polar explosion. while there is a general tendency to display a single prominant axis in images and spectropolarimetry , there is also growing evidence for frequent departures from axisymmetry. there are various mechanisms that might contribute to large scale departures from spherical symmetry : jet - induced processes , the spherical shock accretion instability ( sasi ) and associated phenomena , and non - axisymmetric instabilities ( naxi ). the mri gives inevitable production of large toroidal magnetic fields. in sum : no without b. the role of magnetic fields , non - axisymmetric instabilities , and of the de - leptonization phase are discussed. address = department of astronomy , university of texas at austin. address = department of astronomy , university of texas at austin. address = lawrence livermore national laboratory",171,10,"Supernova explosions aren't perfectly round—they’re often uneven, with material shooting out in different directions, and evidence suggests some explode in specific pairs of opposing directions. Several factors, including magnetic fields and instabilities during the star's collapse, likely cause this asymmetry in how supernovae happen.",44,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:19:07.367762
2464,"successful models for describing energy spectra , transition strengths and other nuclear phenomena usually work well in one region of a shell but not in others. for example , the random phase approximation ( rpa ) is a reasonable theory for describing properties of nuclei near closed shells but fails in mid - shell regions where deformation is the most characteristic feature due to the importance of the quadruple - quadrupole ( ) interaction in this domain. for near mid - shell nuclei , algebraic models based on. work best since the basis states are then eigenstates of. applications of a nuclear shell - model theory always involve three considerations :. * _ step 1 : _ selection of a model space based on a simplified hamiltonian. frequently used approximations include the simple harmonic oscillator hamiltonian for near closed - shell nuclei and a nilsson hamiltonian for deformed systems. *. _ step 2 : _ diagonalization of a realistic hamiltonian in the model space to obtain the energy spectrum and eigenstates of the system under consideration. important components of a realistic hamiltonian include the and pairing ( ) interactions as well as single - particle and terms. *. _ step 3 : _ evaluation of electromagnetic transition strengths ( e2 , m1 , etc. ) between calculated eigenstates and a comparison with the available experimental data. if the model hamiltonian includ","a fortran code for generating the leading irreducible representation ( irrep ) of identical spin fermions in a harmonic oscillator mean field is introduced. the basis states are labeled by. the total number of particles , the irrep labels ( ) , and. the total spin of the system. the orthonormalized basis states have two additional good quantum numbers :. the eigenvalue of the quadruple operator , ; and. the eigenvalues of the projection of the total angular momentum operator ,. the approach that is developed can be used for a description of nuclei in a proton - neutron representation and is part of a larger program aimed at integrating symmetry into the best of the currently available exact shell - model technologies .",124,8,This text describes a new computer program that calculates the basic building blocks for understanding how identical particles with spin behave within a harmonic oscillator system. It's designed to help study the structure of atomic nuclei and improve existing methods for detailed nuclear calculations by incorporating symmetry principles.,48,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:19:16.750780
2465,"the transport properties of a mesoscopic system are manifested in the evolution of its locally conserved quantities , such as particle and energy densities , following a quench from a non - uniform state. in its simplest form ,. one prepares an isolated system in an initial state at time with different density or temperature profiles to the left and right of the system , and then lets it evolve according to its internal translation invariant hamiltonian. the state of the system at a time will then depend on the initial state and on the nature of the hamiltonian. after a long time , a system with `` good '' ergodic properties will forget the details of its initial state and come to _ thermal equilibrium _ depending only on the total energy and on the number of particles of the initial state. this is what is expected to be true for typical quantum systems. the exceptions are integrable systems , in which there are many conserved quantities , and systems with many - body localization ; see , e.g. ,. for such systems. there will still be an approach to some form of steady state , and this is sometimes called _ equilibration _ or _ stabilization_. ( while we would prefer the latter terminology to distinguish from _ thermal equilibration _ , also known as _ thermalization _ , the former is used for reasons of convention. ). the time of approach to a steady state will depend on the size of the system. moreover , if one considers the enti","we obtain exact analytical results for the evolution of a 1 + 1-dimensional luttinger model prepared in a domain wall initial state , i.e. , a state with different densities on its left and right sides. such an initial state is modeled as the ground state of a translation invariant luttinger hamiltonian with short range non - local interaction and different chemical potentials to the left and right of the origin. the system evolves for time via a hamiltonian which differs from by the strength of the interaction. asymptotically in time , as , after taking the thermodynamic limit , the system approaches a translation invariant steady state. this final steady state carries a current and has an effective chemical potential difference between right- ( ) and left- ( ) moving fermions obtained from the two - point correlation function. both and depend on and. only for the case. does equal the difference in the initial left and right chemical potentials. nevertheless , the landauer conductance for the final state , , has a universal value equal to the conductance quantum for the spinless case .",186,11,"This research describes how a special quantum system changes over time when started with uneven densities on either side, eventually settling into a stable state with a constant flow of energy. While the final energy difference isn't always what you'd expect from the starting conditions, the system's ability to conduct electricity remains consistent and predictable.",55,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:19:26.135921
2466,"it is inherent to the lattice approach to quantum field theory , that one has to extrapolate from finite lattices , finite statistics and non - critical coupling parameters to infinite lattices , infinite statistics and critical points. since the result supposedly is a non - trivial , non - perturbatively defined quantum field theory , this process is plagued by uncertainties. a typical example of such a situation , where all these aspects combine , is the study of the thermal transition in qcd for small quark masses. one is interested in the continuum limit ( gauge coupling ) , small or vanishing fermion masses ( ) , close to critical temperature ( ) in the thermodynamic limit ( ) a formidable problem. the extrapolations are always based on assumptions on the asymptotic behavior. well known examples are scaling functions based on renormalization group and chiral perturbation theory an expansion around a ground state with goldstone bosons. here. we will examine another such approach , which should allow the extrapolation to infinite volume and vanishing fermion mass : chiral random matrix theory ( chrmt ). rmt attempts to identify universal features of ensembles of ( random ) matrices with common symmetry properties. its chiral version , if successful , allows to separate two aspects of a theory like qcd : the general universal properties shared with other theories from the model - specific `` dynamical '' content of the th","we re - analyze data from available finite - temperature qcd simulations near the chiral transition , with the help of chiral random matrix theory ( chrmt ). statistical properties of the lowest - lying eigenvalues of the staggered dirac operator for su(3 ) lattice gauge theory with dynamical fermions are examined. we consider temperatures below , near , and above the critical temperature for the chiral phase transition. below and above. the statistics are in agreement with the exact analytical predictions in the microscopic scaling regime. above. we observe a gap in the spectral density and a distribution compatible with the airy distribution. near. the eigenvalue correlations appear inconsistent with chrmt. 2",113,10,"This research re-examined data from computer simulations of a complex physics theory (QCD) to understand how it changes at high temperatures. The results show the theory behaves as expected in very specific conditions, but deviates from predictions when close to a critical temperature change, suggesting our understanding needs refinement in that area.",52,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:19:40.300052
2467,"the embedding of supersymmetric gauge theories in a string framework using systems of d - branes has been very fruitful and inspiring for many developments. for example , the famous ads / cft correspondence is rooted in the realization of the super yang - mills ( sym ) theory by means of d3-branes in flat space and in the profile of the supergravity bulk fields they induce in space - time. in less supersymmetric and/or in non - conformal cases ( like the gauge theories in four dimensions we will be interested in ) the corresponding gravitational profile depends on some transverse directions representing the energy scale thus accounting for the running of the gauge theory. this fact was explicitly checked long ago - at the perturbative level in sym theories realized by fractional d3 branes of type iib at non - isolated singularities , like for instance the orbifold. by studying the emission of closed string fields from such branes ,. the corresponding `` perturbative '' supergravity solutions were constructed and it was found that a scalar field from the twisted sector , which we will call , varies logarithmically in the internal complex direction transverse to the orbifold , matching precisely the perturbative logarithmic running of the gauge coupling with the energy scale. however , such perturbative solutions suffer from singularities at small values of , _ in the ir region of th","recently we provided a microscopic derivation of the exact supergravity profile for the twisted scalar field emitted by systems of fractional d3-branes at a orbifold singularity. in this contribution. we focus on a set - up supporting an sym theory with su gauge group and. we take into account the tower of d - instanton corrections to the source terms for the twisted scalar and find that its profile can be expressed in terms of the chiral ring elements of the gauge theory. we show how the twisted scalar , which at the perturbative level represents the gravity counterpart of the gauge coupling , at the non - perturbative level is related to the effective gauge coupling in an interestingly modified way. * non - perturbative aspects of gauge / gravity duality *. 0.5 cm. marco bill , marialuisa frau , luca giacone and alberto lerda. 0.4 cm. _ universit di torino , dipartimento di fisica and _. f.n. - sezione di torino _. _ via p.giuria 1 , i-10125 torino , italy _. 0.3 cm. _ universit del piemonte orientale , _. _ dipartimento di scienze e innovazione tecnologica and _. f.n. - gruppo collegato di alessandria - sezione di torino _. _ viale t. michel 11 , i-15121 alessandria , italy. _. 0.3 cm. _ e mail : billo , frau , giacone , lerda@to.infn.it_. 0.5 cm",229,34,"This research explores the connection between gravity and a specific type of particle physics (called a gauge theory) using complex mathematical tools. They found that a certain ""twisted scalar field"" – which relates to how strongly particles interact – is affected by previously unconsidered factors and can be described using elements from the gauge theory itself.",56,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:19:52.191585
2469,"line driven winds ( ldws ) occur in various astronomical objects , like ob and wolf - rayet stars , in accretion disks in cataclysmic variables and , probably , in active galactic nuclei and luminous young stellar objects. these winds are powered by absorption and re - emission of photospheric continuum flux in numerous spectral transitions of c , n , o , fe , etc. castor , abbott , & klein ( 1975 ; hereafter cak ) have analyzed the steady state euler equation for ldws. they found an infinite family of mathematical solutions , but only one , hereafter ` critical solution ' , which extends from the photosphere to arbitrary large radii. other solutions either do not reach infinity or the photosphere. the former solutions are called shallow and the latter ones steep. the unique , critical wind starts as the fastest shallow solution and switches smoothly to the slowest steep solution at the critical point. observational support that ldws adopt the critical solution comes from measured terminal speeds ( abbott 1982 ). furthermore , mass loss rates of supergiant winds are in general agreement with modified cak theory ( lamers & leitherer 1993 ; puls et al. these measurements were recently extended to include galactic and extragalactic ob and a stars and central stars of planetary nebula ( kudritzki et al. 1999 ). abbott ( 1980 ) put cak theory in a complete analogy to the solar wind and nozzle flows. the existence of a sonic point defines the uniqu","observations and theory suggest that line driven winds from hot stars and luminous accretion disks adopt a unique , critical solution which corresponds to maximum mass loss rate. we analyze the numerical stability of the infinite family of shallow wind solutions , which resemble solar wind breezes , and their transition to the critical wind. shallow solutions are sub - critical with respect to radiative ( or abbott ) waves. these waves can propagate upstream through shallow winds at high speeds. if the waves are not accounted for in the courant time step , numerical runaway results. the outer boundary condition is equally important for wind stability. assuming pure outflow conditions , as is done in the literature , triggers runaway of shallow winds to the critical solution or to accretion flow. -1truecm = -0.5 in",136,9,"Hot stars and disks releasing material into space often do so at a specific, maximum rate determined by physics. However, computer simulations of this process are tricky—if not set up correctly, they can quickly become unstable and incorrectly predict a much higher material outflow or even material falling *into* the star/disk instead of away from it.",56,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:20:26.895834
2470,"when quantum particles interact by a short - range potential with a scattering length much larger than the potential range , they may form universal bound states whose properties are independent of microscopic physics. besides universal -boson bound states in one dimension. and in two dimensions. , the most remarkable example is the efimov effect in three dimensions , which predicts the emergence of an infinite tower of three - boson bound states with orbital angular momentum whose binding energies obey the universal exponential scaling. we also solved the two coupled integral equations ( [ eq : residue ] ) numerically with at mass ratios of , , and and observed that the obtained binding energies asymptotically approach the predicted doubly exponential scaling for each mass ratio. see table [ tab : binding ] for the obtained binding energies at for two identical bosons corresponding to the upper sign in eq. ( [ eq : residue ] ). y. nishida , s. moroz , and d. t. son , phys. * 110 * , 235301 ( 2013 ). t. mizuno , m. takayasu , and h. takayasu , physica a * 308 * , 411 ( 2002 ). a. g. volosniev , d. v. fedorov , a. s. jensen , and n. t. zinner , j. phys. * 47 * , 185302 ( 2014 ). c. gao and z. yu , arxiv:1401.0965 [ cond-mat.quant-gas ]. r. pires , j. ulmanis , s. hfner , m. repp , a. arias , e. d. kuhnle , and m. weidemller , phys. let","we study two species of particles in two dimensions interacting by isotropic short - range potentials with the interspecies potential fine - tuned to a -wave resonance. their universal low - energy physics can be extracted by analyzing a properly constructed low - energy effective field theory with the renormalization group method. consequently , a three - body system consisting of two particles of one species and one of the other is shown to exhibit the super efimov effect , the emergence of an infinite tower of three - body bound states with orbital angular momentum whose binding energies obey a doubly exponential scaling , when the two particles are heavier than the other by a mass ratio greater than 4.03404 for identical bosons and 2.41421 for identical fermions. with increasing the mass ratio. , the super efimov spectrum becomes denser which would make its experimental observation easier. we also point out that the born - oppenheimer approximation is incapable of reproducing the super efimov effect , the universal low - energy asymptotic scaling of the spectrum .",178,8,"Scientists studied how particles interact and found that under specific conditions, a group of three particles can stick together in an unexpectedly large number of ways, creating a unique “tower” of connections. This effect, called the “super Efimov effect,” becomes more noticeable when some particles are heavier than others, and it’s something standard methods of calculation can’t predict.",58,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:20:38.878537
2471,"according to thomson s theorem , given a certain number of conductors , each one with a given charge , the charges distribute themselves on the conductor surfaces in order to minimize the electrostatic energy. thomson s result has been applied several times in the literature. in particular , in papers of this journal it was used ` to find the density of the induced surface charge in the classical case of a point charge in front of an infinite planar conductor ' and how ` the use of the minimum energy principle to explain static distributions of electric charge provides interesting physical insights '. other interesting applications of the thomson s theorem are also found in. even though the proof of the theorem may be found with great detail in , a different approach not found in the literature , based on the variational principle ,. is presented in this paper. moreover , the analogue situation for the magnetic field is also introduced : _ the magnetic field energy is minimal for superficial currents distributions so that the magnetic vector potential points in the same direction as the surface current. _ however , since energy conservation is assumed , this result can not be applied to ohmic conductors in which a steady current can only exist if there is an electric field. thus , it can only be used in classical perfect conductors and superconductors. furthermore , it must be stressed that this theorem is not incompatib","thomson s theorem states that static charge distributions in conductors only exist at the conducting surfaces in an equipotential configuration , yielding a minimal electrostatic energy. in this work we present a proof for this theorem based on the variational principle. furthermore , an analogue statement for magnetic systems is also introduced and proven : the stored magnetic field energy reaches the minimum value for superficial current distributions so that the magnetic vector potential points in the same direction as the surface current. this is the counterpart of thomson s theorem for the magnetic field. the result agrees with the fact that currents in superconductors are confined near the surface and indicates that the distinction between superconductors and hypothetical perfect conductors is fictitious .",124,5,"Thomson's theorem explains that electrical charge in conductors settles on the surface to achieve the lowest possible energy, and a similar principle applies to magnetism – magnetic currents also stay on the surface to minimize energy. This discovery suggests that perfect conductors and superconductors aren't truly different, as both confine electrical flow to their surfaces.",55,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:20:51.271949
2472,"the interaction near threshold is strongly attractive , in agreement with the existence of the unstable bound state below the threshold. the -nucleus interaction is also strongly attractive , as derived from the strong - interaction shifts and widths in kaonic - atom levels across the periodic table. it is not established yet how strong the -nucleus potential is : ` deep ' ( 150 - 200 mev ) or relatively ` shallow ' ( 50 - 60 mev ) ? is it possible to bind _ strongly _ mesons in nuclei and are such potentially deep bound states sufficiently narrow to allow observation and identification ? these issues have received considerable phenomenological and theoretical attention recently , and some experimental evidence for candidate states in the and reactions on he ( kek - ps e471 , respectively ) and in the in - flight reaction on o ( bnl - ags , parasite e930 ) has been presented very recently. new experiments have been approved at kek , using reactions to search for nuclear bound states. reactions were also suggested in this context. a prime concern in searching for nuclear bound states is the anticipated large width due to pionic conversion modes on a single nucleon : with thresholds about 100 mev and 180 mev , respectively , below the total mass , and also due to non - pi","the relativistic mean field ( rmf ) model is applied to a system of nucleons and a meson , interacting via scalar and vector boson fields. the model incorporates the standard rmf phenomenology for bound nucleons and , for the meson , it relates to low - energy and atom phenomenology. deeply bound nuclear states are generated dynamically across the periodic table and are exhibited for c and o over a wide range of binding energies. substantial polarization of the core nucleus is found for these light nuclei. absorption modes are also included dynamically , considering explicitly both the resulting compressed nuclear density and the reduced phase space for absorption from deeply bound states. the behavior of the calculated width as function of the binding energy is studied in order to explore limits on the possible existence of narrow nuclear states. : 13.75.jz , 25.80.nv , 36.10.gv : nuclear interaction , nuclear deeply bound states corresponding author : avraham gal , avragal@vms.huji.ac.il tel : + 972 2 658 4930 , fax : + 972 2 561 1519",177,16,"This research uses a computer model to study how particles interact within the nucleus of an atom, specifically looking for stable, deeply hidden structures within lighter elements like carbon and oxygen. The model considers how these structures affect the nucleus's density and stability, helping scientists understand the limits of how tightly these particles can be bound together.",57,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:21:01.554364
2473,"recent nlo chiral model calculations of near - threshold dynamics , reproducing the siddharta measurement of atomic hydrogen level shift and width , have been discussed by hyodo. the -induced strong energy dependence of the scattering amplitudes arising in these calculations introduces a new feature into the analysis of atomic and nuclear systems as realized for atoms in the early 1970s. thus , in nuclear matter , approximated for by the lab system , where , and are binding energies , and where additional downward energy shift is generated by the momentum dependent term. unlike in the free - space cm system where , this term is found to contribute substantially in the lab system in realistic applications. therefore , a reliable model extrapolation of amplitudes into subthreshold energies is mandatory in atom and nuclear applications. below. i give a brief overview of works on kaonic quasibound systems and kaonic atoms where subthreshold amplitudes were used in a physically correct way during the last two years. it is shown how the energy dependence of these amplitudes , when translated into density dependence , leads to special patterns in kaonic systems. finally , i focus attention to the recently proposed ,. dibaryon around the threshold and suggest how","recent studies of kaonic atoms , few - body kaonic quasibound states and kaonic nuclei are reviewed , with emphasis on implementing the subthreshold energy dependence of the interaction in chiral interaction models that are consistent with the siddharta hydrogen data. remarks are made on the possible role of the -wave resonance with respect to that of the -wave resonance in searches for strangeness dibaryons. kaon - baryon interactions , few - body systems , mesic nuclei , mesonic atoms",80,3,"Scientists are studying how particles called kaons interact with other particles, like protons and neutrons, to understand the forces within atoms and potentially discover new combinations of particles. This research uses advanced models and experimental data to explore these interactions and look for unusual structures containing ""strange"" matter.",48,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:21:12.883077
2474,"the problem of the transcritical flow of a bec through the penetrable barriers has been under recent active investigations. the damping processes for the superfluid flow moving through the barrier are of a fundamental interest. in multidimensional case above some critical velocity of the obstacle motion the damping accompanied by the radiation emission. is observed. thus in the region when the motion is still superfluid , the velocity is bounded above. the damping is associated with the landau type damping and related to the emission of the elementary excitations. landau damping can be described in the framework of the mean field theory and is not associated with thermalization processes. the critical velocity value at which the damping is observed , differs essentially from the values predicted by the landau theory. as it was shown firstly by feynman. , the reason is in the nonlinearity of the system. in the case of a quasi 1d bose - einstein condensate flow ,. when passing through a penetrable barrier , some interval of velocities exists , where trains of dark solitons are generated , that leads to deviation from predictions based on the matching with the spectrum of elementary linear excitations. in addition in this range of velocities , generation of dispersive shock waves occurs. experimental proof of the existence of the velocities interval was given in the work. hakim. has indicated","the problem of a quasi 1d _ repulsive _ bec flow past through a nonlinear barrier is investigated. two types of nonlinear barriers are considered , wide and short range ones. steady state solutions for the bec moving through a wide repulsive barrier and critical velocities have been found using hydrodynamical approach to the 1d gross - pitaevskii equation. it is shown that in contrast to the linear barrier case , for a wide _ nonlinear _ barrier an interval of velocities _ always _ exists , where the flow is superfluid regardless of the barrier potential strength. for the case of the function - like barrier , below a critical velocity two steady solutions exist , stable and unstable one. an unstable solution is shown to decay into a gray soliton moving upstream and a stable solution. the decay is accompanied by a dispersive shock wave propagating downstream in front of the barrier .",155,7,"This research looks at how a special fluid called a Bose-Einstein condensate flows past obstacles, specifically barriers that push it back. They found that with certain types of barriers, the fluid can flow smoothly even when strongly pushed against, and sometimes a bumpy flow breaks down into smaller waves moving in opposite directions.",53,2,1,Google Gemini,models/gemma-3-27b-it,True,V4,0,False,2026-01-05T16:21:26.716615
